XLY: Consumer Discretionary Select Sector SPDR Fund
Inception Date: 1998-12-16
Fund Holdings as of: 2020-03-23
Total Assets Under Management (in thousands):	9061276
Shares Outstanding: 103453000
Expense Ratio: 0.13%
Tracks This Index: Consumer Discretionary Select Sector Index
ETFdb.com Category: Consumer Discretionary Equities
Issuer: State Street SPDR
Structure: ETF
ETF Home Page: https://etfdb.com/etf/XLY


Holding,Symbol,Weighting
Amazon.com Inc,AMZN,34.8465%
Home Depot Inc,HD,10.5271%
Mcdonald's Corp,MCD,6.1359%
Nike Inc,NKE,4.649%
Starbucks Corp,SBUX,3.9681%
Lowe's Companies Inc,LOW,3.0886%
Target Corp,TGT,2.9121%
Booking Holdings Inc,BKNG,2.8678%
TJX Companies Inc,TJX,2.6491%
Dollar General Corp,DG,2.1175%
Ross Stores Inc,ROST,1.352%
General Motors Co,GM,1.315%
eBay Inc,EBAY,1.1969%
O'Reilly Automotive Inc,ORLY,1.1737%
Marriott International Inc,MAR,1.1306%
Dollar Tree Inc,DLTR,1.0742%
Hilton Worldwide Holdings Inc,HLT,1.0614%
Autozone Inc,AZO,1.0239%
Yum! Brands Inc,YUM,1.0157%
Ford Motor Co,F,0.9278%
Chipotle Mexican Grill Inc,CMG,0.9007%
VF Corp,VFC,0.8947%
Las Vegas Sands Corp,LVS,0.8721%
Tiffany & Co,TIF,0.7807%
Aptiv PLC,APTV,0.705%
Best Buy Co Inc,BBY,0.6864%
D.R. Horton Inc,DHI,0.5893%
Tractor Supply Co,TSCO,0.549%
Garmin Ltd,GRMN,0.5463%
Lennar Corp,LEN,0.4879%
Ulta Beauty Inc,ULTA,0.4873%
Carmax Inc,KMX,0.4662%
NVR Inc,NVR,0.447%
Genuine Parts Co,GPC,0.4341%
Expedia Group Inc,EXPE,0.4226%
Hasbro Inc,HAS,0.392%
Wynn Resorts Ltd,WYNN,0.33%
Advance Auto Parts Inc,AAP,0.3226%
Darden Restaurants Inc,DRI,0.2989%
Royal Caribbean Cruises Ltd,RCL,0.2877%
Carnival Corp,CCL,0.2855%
MGM Resorts International,MGM,0.28%
PulteGroup Inc,PHM,0.2686%
BorgWarner Inc,BWA,0.2593%
LKQ Corp,LKQ,0.253%
Whirlpool Corp,WHR,0.2405%
Newell Brands Inc,NWL,0.239%
Mohawk Industries Inc,MHK,0.2241%
HanesBrands Inc,HBI,0.193%
Ralph Lauren Corp,RL,0.1926%
Leggett & Platt Inc,LEG,0.1755%
Tapestry Inc,TPR,0.1735%
H & R Block Inc,HRB,0.1436%
Harley-Davidson Inc,HOG,0.1405%
PVH Corp,PVH,0.128%
L Brands Inc,LB,0.1265%
Norwegian Cruise Line Holdings Ltd,NCLH,0.1223%
Kohls Corp,KSS,0.1217%
Nordstrom Inc,JWN,0.0994%
Under Armour Inc,UAA,0.0902%
Macy's Inc,M,0.0883%
Capri Holdings Ltd,CPRI,0.0832%
Under Armour Inc,UA,0.0825%
Gap Inc,GPS,0.0794%
Cash Component,CASH,-0.0233%
