XLP: Consumer Staples Select Sector SPDR Fund
Inception Date: 1998-12-16
Fund Holdings as of: 2020-03-23
Total Assets Under Management (in thousands):	12273312
Shares Outstanding: 252472000
Expense Ratio: 0.13%
Tracks This Index: Consumer Staples Select Sector Index
ETFdb.com Category: Consumer Staples Equities
Issuer: State Street SPDR
Structure: ETF
ETF Home Page: https://etfdb.com/etf/XLP


Holding,Symbol,Weighting
Procter & Gamble Co,PG,16.3756%
Walmart Inc,WMT,10.8937%
PepsiCo Inc,PEP,9.8575%
Coca-Cola Co,KO,9.7337%
Costco Wholesale Corp,COST,5.6504%
Mondelez International Inc,MDLZ,4.6422%
Philip Morris International Inc,PM,4.0914%
Colgate-Palmolive Co,CL,3.9855%
Altria Group Inc,MO,3.6136%
Kimberly-Clark Corp,KMB,2.9626%
Walgreens Boots Alliance Inc,WBA,2.5137%
Estee Lauder Companies Inc,EL,2.471%
General Mills Inc,GIS,2.1961%
Kroger Co,KR,1.9167%
Clorox Co,CLX,1.645%
Monster Beverage Corp,MNST,1.4952%
Sysco Corp,SYY,1.4221%
Constellation Brands Inc,STZ,1.3604%
Tyson Foods Inc,TSN,1.3081%
Hershey Co,HSY,1.2699%
Archer Daniels Midland Co,ADM,1.2541%
Church & Dwight Co Inc,CHD,1.1495%
McCormick & Company Inc,MKC,1.0818%
Kellogg Co,K,1.0246%
Kraft Heinz Co,KHC,0.9947%
Conagra Brands Inc,CAG,0.9634%
Hormel Foods Corp,HRL,0.9052%
J M Smucker Co,SJM,0.8394%
Brown-Forman Corp,BF.B,0.6502%
Campbell Soup Co,CPB,0.5581%
Lamb Weston Holdings Inc,LW,0.5359%
Molson Coors Beverage Co,TAP,0.4991%
Coty Inc,COTY,0.117%
Cash Component,CASH,0.0229%
