GUNR: FlexShares Morningstar Global Upstream Natural Resources Index Fund
Inception Date: 2011-09-16
Fund Holdings as of: 2020-03-23
Total Assets Under Management (in thousands):	2632633
Shares Outstanding: 137400000
Expense Ratio: 0.46%
Tracks This Index: Morningstar Global Upstream Natural Resources Index
ETFdb.com Category: Commodity Producers Equities
Issuer: FlexShares
Structure: ETF
ETF Home Page: https://etfdb.com/etf/GUNR


Holding,Symbol,Weighting
Exxon Mobil Corp,XOM,4.6409%
BHP Group Ltd,BHP,4.3069%
Tyson Foods Inc,TSN,3.7576%
Nutrien Ltd,NTR,3.5766%
Chevron Corp,CVX,3.4354%
Corteva Inc,CTVA,3.4105%
Archer Daniels Midland Co,ADM,3.3446%
Rio Tinto PLC,RIO,3.0181%
Cash Component,CASH,2.8957%
Newmont Corporation,NEM,2.6353%
Total SA,FP,2.5817%
Barrick Gold Corp,ABX,2.4885%
BP PLC,BP.,2.2164%
Royal Dutch Shell PLC,RDSA,2.008%
Vale SA,VALE3,1.8651%
FMC Corp,FMC,1.7791%
Anglo American PLC,AAL,1.6214%
Franco-Nevada Corp,FNV,1.6098%
Mowi ASA,MOWI,1.4536%
Glencore PLC,GLEN,1.4168%
A2 Milk Company Ltd,ATM,1.278%
Wilmar International Ltd,F34,1.2219%
ConocoPhillips,COP,1.1948%
CF Industries Holdings Inc,CF,1.1875%
American Water Works Company Inc,AWK,1.0622%
Bunge Ltd,BG,1.0406%
GMK Noril'skiy Nikel' PAO,MNOD,1.0369%
UPM-Kymmene Oyj,UPM,0.9868%
EOG Resources Inc,EOG,0.9755%
Gazprom PAO,OGZD,0.9626%
Yara International ASA,YAR,0.9546%
Wheaton Precious Metals Corp,WPM,0.9381%
Mosaic Co,MOS,0.9128%
Weyerhaeuser Co,WY,0.8773%
NK Lukoil PAO,LKOD,0.8188%
Fortescue Metals Group Ltd,FMG,0.8055%
Eni SpA,ENI,0.7954%
Newcrest Mining Ltd,NCM,0.7881%
Freeport-McMoRan Inc,FCX,0.7622%
Agnico Eagle Mines Ltd,AEM,0.7583%
Veolia Environnement SA,VIE,0.7224%
Occidental Petroleum Corp,OXY,0.717%
Suncor Energy Inc,SU,0.7145%
Mitsui & Co Ltd,8031,0.6881%
Sime Darby Plantation Bhd,SIMEPLT,0.6478%
Kirkland Lake Gold Ltd,KL,0.6241%
Saudi Arabia Fertilizers Co SJSC,2020,0.6188%
Scotts Miracle-Gro Co,SMG,0.5985%
Charoen Pokphand Foods PCL,CPF-R,0.5351%
Mondi PLC,MNDI,0.531%
Pioneer Natural Resources Co,PXD,0.5301%
IOI Corporation Bhd,IOICORP,0.5154%
Israel Chemicals Ltd,ICL,0.5001%
Canadian Natural Resources Ltd,CNQ,0.4995%
Petroleo Brasileiro SA Petrobras,PETR4,0.4892%
PPB Group Bhd,PPB,0.4864%
AngloGold Ashanti Ltd,ANG,0.4804%
Essential Utilities Inc,WTRG,0.4798%
Kuala Lumpur Kepong Bhd,KLK,0.4683%
P/F Bakkafrost,BAKKA,0.464%
PTT PCL,PTT-R,0.4587%
South32 Ltd,S32,0.4558%
CNOOC Ltd,883,0.4548%
Royal Gold Inc,RGLD,0.4412%
UPL Ltd,UPLL,0.4242%
Kinross Gold Corp,K,0.4227%
Tatneft' PAO,TATN,0.4135%
United Utilities Group PLC,UU.,0.4034%
Grupo Mexico SAB de CV,GMEXICOB,0.4011%
Stora Enso Oyj,STERV,0.3997%
Oji Holdings Corp,3861,0.3936%
Equinor ASA,EQNR,0.3927%
Boliden AB,BOL,0.3841%
Sumitomo Metal Mining Co Ltd,5713,0.3787%
Northern Star Resources Ltd,NST,0.377%
Svenska Cellulosa SCA AB,SCA.B,0.3749%
Severn Trent PLC,SVT,0.3696%
SalMar ASA,SALM,0.3628%
Novatek PAO,NVTK,0.3488%
Repsol SA,REP,0.3477%
Hess Corp,HES,0.3404%
Concho Resources Inc,CXO,0.3369%
Saudi Arabian Mining Co SJSC,1211,0.3315%
Woodside Petroleum Ltd,WPL,0.3236%
Teck Resources Ltd,TECK.B,0.319%
Pennon Group PLC,PNN,0.319%
Charoen Pokphand Indonesia Tbk PT,CPIN,0.3184%
Suez SA,SEV,0.3067%
China Petroleum & Chemical Corp,386,0.2733%
First Quantum Minerals Ltd,FM,0.2721%
Gold Fields Ltd,GFI,0.2662%
Norsk Hydro ASA,NHY,0.2491%
Korea Zinc Inc,010130,0.2416%
Diamondback Energy Inc,FANG,0.2335%
Suzano SA,SUZB3,0.2334%
K&S AG,SDF,0.2251%
Rayonier Inc,RYN,0.2149%
QL Resources Bhd,QL,0.2124%
PhosAgro PAO,PHOR,0.2111%
Impala Platinum Holdings Ltd,IMP,0.2061%
Inpex Corp,1605,0.1938%
PetroChina Co Ltd,857,0.1854%
Holmen AB,HOLM.B,0.184%
Nufarm Ltd,NUF,0.1663%
Universal Forest Products Inc,UFPI,0.1661%
American States Water Co,AWR,0.1639%
California Water Service Group,CWT,0.143%
Companhia de Saneamento Basico do Estado de Sao Paulo SABESP,SBSP3,0.1238%
Stella-Jones Inc,SJ,0.0852%
West Fraser Timber Co Ltd,WFT,0.0848%
SJW Group,SJW,0.0825%
Sasol Ltd,SOL,0.0747%
Beijing Enterprises Water Group Ltd,371,0.0744%
Duratex SA,DTEX3,0.0501%
Canfor Corp,CFP,0.0262%
Interfor Corp,IFP,0.0262%
