IHI: iShares U.S. Medical Devices ETF
Inception Date: 2006-05-05
Fund Holdings as of: 2020-03-23
Total Assets Under Management (in thousands):	3422453
Shares Outstanding: 18400000
Expense Ratio: 0.43%
Tracks This Index: Dow Jones U.S. Select Medical Equipment Index
ETFdb.com Category: Health & Biotech Equities
Issuer: iShares
Structure: ETF
ETF Home Page: https://etfdb.com/etf/IHI


Holding,Symbol,Weighting
Abbott Laboratories,ABT,13.4095%
Thermo Fisher Scientific Inc,TMO,12.3642%
Medtronic PLC,MDT,11.8047%
Danaher Corp,DHR,8.715%
Baxter International Inc,BAX,5.2507%
Becton Dickinson and Co,BDX,4.7911%
Edwards Lifesciences Corp,EW,4.2568%
Intuitive Surgical Inc,ISRG,3.9895%
Stryker Corp,SYK,3.9842%
Boston Scientific Corp,BSX,3.6755%
DexCom Inc,DXCM,2.7469%
Resmed Inc,RMD,2.4987%
Zimmer Biomet Holdings Inc,ZBH,2.3809%
IDEXX Laboratories Inc,IDXX,2.248%
Waters Corp,WAT,1.4986%
Teleflex Inc,TFX,1.4942%
Steris plc,STE,1.3087%
Insulet Corp,PODD,1.2728%
Varian Medical Systems Inc,VAR,1.1694%
Hologic Inc,HOLX,1.1285%
Masimo Corp,MASI,1.0428%
Bio Rad Laboratories Inc,BIO,1.0101%
ABIOMED Inc,ABMD,0.856%
Hill-Rom Holdings Inc,HRC,0.7161%
Penumbra Inc,PEN,0.5721%
Wright Medical Group NV,WMGI,0.4853%
Bruker Corp,BRKR,0.4638%
Tandem Diabetes Care Inc,TNDM,0.4227%
Globus Medical Inc,GMED,0.4222%
Integra Lifesciences Holdings Corp,IART,0.3744%
Nevro Corp,NVRO,0.3119%
NuVasive Inc,NUVA,0.2997%
iRhythm Technologies Inc,IRTC,0.2846%
LivaNova PLC,LIVN,0.2373%
Cash Component,CASH,0.2261%
Integer Holdings Corp,ITGR,0.2209%
Conmed Corp,CNMD,0.1618%
Glaukos Corp,GKOS,0.1543%
Cardiovascular Systems Inc,CSII,0.1522%
AtriCure Inc,ATRC,0.1488%
BioTelemetry Inc,BEAT,0.148%
Inogen Inc,INGN,0.1265%
Cantel Medical Corp,CMD,0.1168%
Mesa Laboratories Inc,MLAB,0.1098%
Natus Medical Inc,NTUS,0.106%
STAAR Surgical Co,STAA,0.1052%
Varex Imaging Corp,VREX,0.0977%
NanoString Technologies Inc,NSTG,0.0897%
Tactile Systems Technology Inc,TCMD,0.0861%
CryoLife Inc,CRY,0.0788%
Cryoport Inc,CYRX,0.0694%
Orthofix Medical Inc,OFIX,0.0669%
Heska Corp,HSKA,0.0591%
LeMaitre Vascular Inc,LMAT,0.0494%
Surmodics Inc,SRDX,0.0486%
AngioDynamics Inc,ANGO,0.0471%
AxoGen Inc,AXGN,0.0443%
