IXN: iShares Global Tech ETF
Inception Date: 2001-11-12
Fund Holdings as of: 2020-02-07
Total Assets Under Management (in thousands):	3400499
Shares Outstanding: 15050000
Expense Ratio: 0.46%
Tracks This Index: S&P Global Information Technology Sector Index
ETFdb.com Category: Technology Equities
Issuer: iShares
Structure: ETF
ETF Home Page: https://etfdb.com/etf/IXN


Holding,Symbol,Weighting
Microsoft Corp,MSFT,16.4534%
Apple Inc,AAPL,15.6769%
Visa Inc,V,4.0705%
Mastercard Inc,MA,3.4046%
Intel Corp,INTC,3.3683%
Samsung Electronics Co Ltd,005930,3.0527%
Taiwan Semiconductor Manufacturing Co Ltd,2330,2.414%
Cisco Systems Inc,CSCO,2.3868%
Adobe Inc,ADBE,2.0803%
Salesforce.Com Inc,CRM,1.9321%
NVIDIA Corp,NVDA,1.8059%
SAP SE,SAP,1.7105%
PayPal Holdings Inc,PYPL,1.6371%
International Business Machines Corp,IBM,1.5935%
Accenture PLC,ACN,1.5759%
ASML Holding NV,ASML,1.5218%
Broadcom Inc,AVGO,1.4666%
Texas Instruments Inc,TXN,1.411%
Oracle Corp,ORCL,1.3904%
Cash Component,CASH,1.3874%
Qualcomm Inc,QCOM,1.1707%
Fidelity National Information Services Inc,FIS,1.0551%
Automatic Data Processing Inc,ADP,0.9098%
Intuit Inc,INTU,0.901%
Fiserv Inc,FISV,0.8173%
Keyence Corp,6861,0.7678%
ServiceNow Inc,NOW,0.7544%
Micron Technology Inc,MU,0.7382%
Global Payments Inc,GPN,0.7061%
Applied Materials Inc,AMAT,0.6694%
Advanced Micro Devices Inc,AMD,0.6503%
Shopify Inc,SHOP,0.5819%
Lam Research Corp,LRCX,0.5361%
Autodesk Inc,ADSK,0.5346%
SK Hynix Inc,000660,0.5265%
Analog Devices Inc,ADI,0.485%
Murata Manufacturing Co Ltd,6981,0.4546%
Cognizant Technology Solutions Corp,CTSH,0.4469%
Hitachi Ltd,6501,0.4416%
Tokyo Electron Ltd,8035,0.4301%
Samsung Electronics Co Ltd,005935,0.4153%
Amadeus IT Group SA,AMS,0.4058%
Hon Hai Precision Industry Co Ltd,2317,0.4031%
HP Inc,HPQ,0.3761%
TE Connectivity Ltd,TEL,0.3644%
Amphenol Corp,APH,0.361%
Motorola Solutions Inc,MSI,0.3609%
Infineon Technologies AG,IFX,0.3499%
Canon Inc,7751,0.3404%
Paychex Inc,PAYX,0.3304%
Fleetcor Technologies Inc,FLT,0.3118%
KLA Corp,KLAC,0.3048%
Microchip Technology Inc,MCHP,0.2969%
Nokia Oyj,NOKIA,0.2863%
ANSYS Inc,ANSS,0.2849%
Kyocera Corp,6971,0.2754%
Dassault Systemes SE,DSY,0.2721%
Adyen NV,ADYEN,0.2714%
Synopsys Inc,SNPS,0.2713%
Telefonaktiebolaget LM Ericsson,ERIC.B,0.2664%
Fujitsu Ltd,6702,0.2593%
Constellation Software Inc,CSU,0.2564%
Xiaomi Corp,1810,0.2559%
Xilinx Inc,XLNX,0.2523%
Corning Inc,GLW,0.2493%
Verisign Inc,VRSN,0.2474%
Cadence Design Systems Inc,CDNS,0.2411%
Fujifilm Holdings Corp,4901,0.2399%
Capgemini SE,CAP,0.2348%
Western Digital Corp,WDC,0.233%
Skyworks Solutions Inc,SWKS,0.2297%
STMicroelectronics NV,STM,0.2293%
CDW Corp,CDW,0.2254%
Hewlett Packard Enterprise Co,HPE,0.2207%
MediaTek Inc,2454,0.2172%
CGI Inc,GIB.A,0.2169%
Keysight Technologies Inc,KEYS,0.2082%
Wirecard AG,WDI,0.2046%
Maxim Integrated Products Inc,MXIM,0.1992%
LARGAN Precision Co Ltd,3008,0.1972%
Fortinet Inc,FTNT,0.1952%
Hexagon AB,HEXA.B,0.1865%
Akamai Technologies Inc,AKAM,0.1822%
Citrix Systems Inc,CTXS,0.1728%
Leidos Holdings Inc,LDOS,0.1718%
Paycom Software Inc,PAYC,0.169%
TDK Corp,6762,0.1678%
Gartner Inc,IT,0.1615%
Broadridge Financial Solutions Inc,BR,0.1582%
Edenred SA,EDEN,0.1552%
Zebra Technologies Corp,ZBRA,0.1549%
Omron Corp,6645,0.152%
NetApp Inc,NTAP,0.1513%
Jack Henry & Associates Inc,JKHY,0.1483%
Arista Networks Inc,ANET,0.148%
Open Text Corp,OTEX,0.1473%
Seagate Technology PLC,STX,0.144%
Qorvo Inc,QRVO,0.1433%
NEC Corp,6701,0.1405%
Western Union Co,WU,0.1376%
NortonLifeLock Inc,NLOK,0.1326%
Sage Group PLC,SGE,0.1314%
Halma PLC,HLMA,0.1269%
Temenos AG,TEMN,0.126%
NTT Data Corp,9613,0.1028%
Atos SE,ATO,0.0999%
Ricoh Co Ltd,7752,0.0997%
DXC Technology Co,DXC,0.0982%
Juniper Networks Inc,JNPR,0.0933%
Logitech International SA,LOGN,0.0889%
F5 Networks Inc,FFIV,0.0877%
Rohm Co Ltd,6963,0.0874%
FLIR Systems Inc,FLIR,0.0843%
Xerox Holdings Corp,XRX,0.0835%
Computershare Ltd,CPU,0.0694%
PagSeguro Digital Ltd,PAGS,0.0674%
IPG Photonics Corp,IPGP,0.0562%
Alliance Data Systems Corp,ADS,0.0512%
Micro Focus International PLC,MCRO,0.0425%
