IYW: iShares U.S. Technology ETF
Inception Date: 2000-05-19
Fund Holdings as of: 2020-02-07
Total Assets Under Management (in thousands):	5241150
Shares Outstanding: 20700000
Expense Ratio: 0.42%
Tracks This Index: Dow Jones U.S. Technology Index
ETFdb.com Category: Technology Equities
Issuer: iShares
Structure: ETF
ETF Home Page: https://etfdb.com/etf/IYW


Holding,Symbol,Weighting
Microsoft Corp,MSFT,18.6113%
Apple Inc,AAPL,17.7337%
Alphabet Inc,GOOGL,5.1368%
Alphabet Inc,GOOG,5.1247%
Intel Corp,INTC,4.1697%
Facebook Inc,FB,4.1657%
Cisco Systems Inc,CSCO,2.9544%
Adobe Inc,ADBE,2.5728%
Salesforce.Com Inc,CRM,2.3915%
NVIDIA Corp,NVDA,2.2353%
International Business Machines Corp,IBM,1.9725%
Broadcom Inc,AVGO,1.8154%
Texas Instruments Inc,TXN,1.7466%
Oracle Corp,ORCL,1.7211%
Qualcomm Inc,QCOM,1.4492%
Intuit Inc,INTU,1.1137%
ServiceNow Inc,NOW,0.9338%
Micron Technology Inc,MU,0.9142%
Applied Materials Inc,AMAT,0.8276%
Advanced Micro Devices Inc,AMD,0.804%
Lam Research Corp,LRCX,0.6643%
Autodesk Inc,ADSK,0.6613%
Analog Devices Inc,ADI,0.6003%
Cognizant Technology Solutions Corp,CTSH,0.5532%
HP Inc,HPQ,0.4675%
Workday Inc,WDAY,0.4573%
Motorola Solutions Inc,MSI,0.4464%
Twitter Inc,TWTR,0.4174%
eBay Inc,EBAY,0.4019%
KLA Corp,KLAC,0.3782%
Microchip Technology Inc,MCHP,0.3685%
Splunk Inc,SPLK,0.3642%
Cerner Corp,CERN,0.3599%
ANSYS Inc,ANSS,0.3539%
Palo Alto Networks Inc,PANW,0.3496%
Synopsys Inc,SNPS,0.3367%
Xilinx Inc,XLNX,0.3126%
Verisign Inc,VRSN,0.3076%
Cadence Design Systems Inc,CDNS,0.2996%
Veeva Systems Inc,VEEV,0.2896%
Western Digital Corp,WDC,0.2894%
Skyworks Solutions Inc,SWKS,0.2818%
Hewlett Packard Enterprise Co,HPE,0.2769%
CDW Corp,CDW,0.2767%
Cash Component,CASH,0.2622%
IAC/InterActiveCorp,IAC,0.2533%
Maxim Integrated Products Inc,MXIM,0.2457%
Fortinet Inc,FTNT,0.2414%
Marvell Technology Group Ltd,MRVL,0.2326%
Akamai Technologies Inc,AKAM,0.2264%
RingCentral Inc,RNG,0.2258%
Twilio Inc,TWLO,0.2211%
Okta Inc,OKTA,0.2167%
Citrix Systems Inc,CTXS,0.2152%
