QQQ: Invesco QQQ
Inception Date: 1999-03-10
Fund Holdings as of: 2020-03-19
Total Assets Under Management (in thousands):	76963702
Shares Outstanding: 432600000
Expense Ratio: 0.2%
Tracks This Index: NASDAQ-100 Index
ETFdb.com Category: Large Cap Growth Equities
Issuer: Invesco
Structure: UIT
ETF Home Page: https://etfdb.com/etf/QQQ


Holding,Symbol,Weighting
Microsoft Corp,MSFT,11.5686%
Apple Inc,AAPL,11.5573%
Amazon.com Inc,AMZN,9.9169%
Alphabet Inc,GOOG,4.0748%
Alphabet Inc,GOOGL,4.0615%
Facebook Inc,FB,3.9163%
Intel Corp,INTC,2.7087%
PepsiCo Inc,PEP,2.2174%
Comcast Corp,CMCSA,2.2116%
Cisco Systems Inc,CSCO,2.1684%
Adobe Inc,ADBE,2.0188%
Netflix Inc,NFLX,1.9708%
Costco Wholesale Corp,COST,1.8288%
NVIDIA Corp,NVDA,1.7669%
Amgen Inc,AMGN,1.5998%
PayPal Holdings Inc,PYPL,1.4914%
Gilead Sciences Inc,GILD,1.3475%
Texas Instruments Inc,TXN,1.2868%
Charter Communications Inc,CHTR,1.1444%
Broadcom Inc,AVGO,1.0449%
Tesla Inc,TSLA,1.0432%
Qualcomm Inc,QCOM,1.0062%
Starbucks Corp,SBUX,0.9831%
T-Mobile US Inc,TMUS,0.9217%
Mondelez International Inc,MDLZ,0.8874%
Fiserv Inc,FISV,0.7786%
Intuit Inc,INTU,0.7621%
Vertex Pharmaceuticals Inc,VRTX,0.7517%
Regeneron Pharmaceuticals Inc,REGN,0.7158%
Biogen Inc,BIIB,0.7058%
Automatic Data Processing Inc,ADP,0.6887%
Booking Holdings Inc,BKNG,0.6697%
Intuitive Surgical Inc,ISRG,0.6378%
Advanced Micro Devices Inc,AMD,0.6012%
Walgreens Boots Alliance Inc,WBA,0.5873%
CSX Corp,CSX,0.5832%
Activision Blizzard Inc,ATVI,0.5635%
Micron Technology Inc,MU,0.5446%
Applied Materials Inc,AMAT,0.5033%
JD.com Inc,JD,0.4677%
Analog Devices Inc,ADI,0.4508%
Illumina Inc,ILMN,0.4473%
Autodesk Inc,ADSK,0.4446%
Exelon Corp,EXC,0.427%
Xcel Energy Inc,XEL,0.4218%
Monster Beverage Corp,MNST,0.3957%
Lam Research Corp,LRCX,0.3836%
Kraft Heinz Co,KHC,0.3687%
Electronic Arts Inc,EA,0.3564%
Cognizant Technology Solutions Corp,CTSH,0.3449%
Baidu Inc,BIDU,0.3355%
eBay Inc,EBAY,0.3264%
Ross Stores Inc,ROST,0.3186%
Mercadolibre Inc,MELI,0.3127%
Verisk Analytics Inc,VRSK,0.3038%
O'Reilly Automotive Inc,ORLY,0.2972%
Marriott International Inc,MAR,0.2959%
NXP Semiconductors NV,NXPI,0.2884%
NetEase Inc,NTES,0.2881%
Sirius XM Holdings Inc,SIRI,0.2872%
Workday Inc,WDAY,0.2821%
Paychex Inc,PAYX,0.2818%
CoStar Group Inc,CSGP,0.277%
KLA Corp,KLAC,0.272%
Willis Towers Watson PLC,WLTW,0.2659%
Verisign Inc,VRSN,0.2628%
Paccar Inc,PCAR,0.2627%
Lululemon Athletica Inc,LULU,0.2577%
Cintas Corp,CTAS,0.2572%
Xilinx Inc,XLNX,0.257%
Cerner Corp,CERN,0.2535%
ANSYS Inc,ANSS,0.2535%
Fastenal Co,FAST,0.2513%
Alexion Pharmaceuticals Inc,ALXN,0.2506%
Cash Component,CASH,0.2346%
Synopsys Inc,SNPS,0.2339%
Seattle Genetics Inc,SGEN,0.2327%
Dollar Tree Inc,DLTR,0.2271%
IDEXX Laboratories Inc,IDXX,0.2237%
Citrix Systems Inc,CTXS,0.2212%
Copart Inc,CPRT,0.2203%
Splunk Inc,SPLK,0.22%
ASML Holding NV,ASML,0.2141%
Cadence Design Systems Inc,CDNS,0.2117%
Microchip Technology Inc,MCHP,0.1961%
Incyte Corp,INCY,0.1944%
Check Point Software Technologies Ltd,CHKP,0.1893%
Biomarin Pharmaceutical Inc,BMRN,0.1812%
Skyworks Solutions Inc,SWKS,0.1781%
CDW Corp,CDW,0.1717%
Maxim Integrated Products Inc,MXIM,0.1677%
Take-Two Interactive Software Inc,TTWO,0.1638%
Trip.com Group Ltd,TCOM,0.1635%
Align Technology Inc,ALGN,0.1519%
Western Digital Corp,WDC,0.1265%
NetApp Inc,NTAP,0.1192%
Ulta Beauty Inc,ULTA,0.1173%
Fox Corp,FOXA,0.1095%
Liberty Global PLC,LBTYK,0.0987%
Expedia Group Inc,EXPE,0.0915%
Fox Corp,FOX,0.0792%
United Airlines Holdings Inc,UAL,0.073%
American Airlines Group Inc,AAL,0.0611%
Liberty Global PLC,LBTYA,0.0436%
