XLV: Health Care Select Sector SPDR Fund
Inception Date: 1998-12-16
Fund Holdings as of: 2020-03-19
Total Assets Under Management (in thousands):	17861011
Shares Outstanding: 216915000
Expense Ratio: 0.13%
Tracks This Index: Health Care Select Sector Index
ETFdb.com Category: Health & Biotech Equities
Issuer: State Street SPDR
Structure: ETF
ETF Home Page: https://etfdb.com/etf/XLV


Holding,Symbol,Weighting
Johnson & Johnson,JNJ,10.9582%
UnitedHealth Group Inc,UNH,6.823%
Merck & Co Inc,MRK,5.9013%
Pfizer Inc,PFE,5.5165%
Abbott Laboratories,ABT,4.314%
Amgen Inc,AMGN,3.8718%
Bristol-Myers Squibb Co,BMY,3.7484%
Thermo Fisher Scientific Inc,TMO,3.6904%
Eli Lilly and Co,LLY,3.6852%
Medtronic PLC,MDT,3.4789%
Abbvie Inc,ABBV,3.4434%
Gilead Sciences Inc,GILD,3.2568%
Danaher Corp,DHR,2.6002%
CVS Health Corp,CVS,2.3607%
Becton Dickinson and Co,BDX,1.9589%
Allergan plc,AGN,1.8428%
Vertex Pharmaceuticals Inc,VRTX,1.8179%
Cigna Corp,CI,1.7937%
Biogen Inc,BIIB,1.7%
Anthem Inc,ANTM,1.6686%
Zoetis Inc,ZTS,1.5982%
Stryker Corp,SYK,1.576%
Intuitive Surgical Inc,ISRG,1.5467%
Baxter International Inc,BAX,1.3082%
Boston Scientific Corp,BSX,1.2909%
Regeneron Pharmaceuticals Inc,REGN,1.2849%
Edwards Lifesciences Corp,EW,1.2311%
Humana Inc,HUM,1.1139%
Illumina Inc,ILMN,1.0811%
Centene Corp,CNC,1.0259%
McKesson Corp,MCK,0.752%
HCA Healthcare Inc,HCA,0.7241%
Agilent Technologies Inc,A,0.6677%
Resmed Inc,RMD,0.6413%
Cerner Corp,CERN,0.6127%
Alexion Pharmaceuticals Inc,ALXN,0.6064%
Zimmer Biomet Holdings Inc,ZBH,0.5997%
Mettler-Toledo International Inc,MTD,0.5783%
IDEXX Laboratories Inc,IDXX,0.5443%
IQVIA Holdings Inc,IQV,0.5349%
Cooper Companies Inc,COO,0.4445%
AmerisourceBergen Corp,ABC,0.424%
Cardinal Health Inc,CAH,0.4201%
Incyte Corp,INCY,0.3893%
Teleflex Inc,TFX,0.3831%
Waters Corp,WAT,0.3749%
Laboratory Corporation of America Holdings,LH,0.3644%
Quest Diagnostics Inc,DGX,0.3506%
Steris plc,STE,0.3357%
Align Technology Inc,ALGN,0.3351%
Varian Medical Systems Inc,VAR,0.3224%
Hologic Inc,HOLX,0.2809%
DENTSPLY SIRONA Inc,XRAY,0.2558%
Mylan NV,MYL,0.2514%
PerkinElmer Inc,PKI,0.2442%
Henry Schein Inc,HSIC,0.2395%
Universal Health Services Inc,UHS,0.2226%
DaVita Inc,DVA,0.2097%
ABIOMED Inc,ABMD,0.2082%
Perrigo Company PLC,PRGO,0.1955%
Cash Component,CASH,-0.0007%
